--- Configuration ---
P_BEAM_WIDTH: 262144
P_EVALUATION: 3
P_SLICE: 1
P_THRESHOLD: 20
P_SN: 2
P_EN: 15
---------------------

start algo2_1
depth:   0, queue: pq.size=3, pmode=0, max:score=6/72, rid=254, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=8/72, rid=428, fid=2
depth:   2, queue: pq.size=3, pmode=0, max:score=10/72, rid=335, fid=7
depth:   3, queue: pq.size=3, pmode=0, max:score=13/72, rid=480, fid=1
depth:   4, queue: pq.size=3, pmode=0, max:score=15/72, rid=406, fid=639
depth:   5, queue: pq.size=3, pmode=0, max:score=17/72, rid=423, fid=1642
depth:   6, queue: pq.size=3, pmode=0, max:score=19/72, rid=360, fid=554
depth:   7, queue: pq.size=3, pmode=0, max:score=21/72, rid=406, fid=308
depth:   8, queue: pq.size=3, pmode=0, max:score=23/72, rid=406, fid=4896
depth:   9, queue: pq.size=3, pmode=0, max:score=25/72, rid=470, fid=67
depth:  10, queue: pq.size=3, pmode=0, max:score=27/72, rid=470, fid=193
depth:  11, queue: pq.size=3, pmode=0, max:score=28/72, rid=470, fid=66700
depth:  12, queue: pq.size=3, pmode=0, max:score=30/72, rid=225, fid=12
depth:  13, queue: pq.size=3, pmode=0, max:score=31/72, rid=460, fid=12169
depth:  14, queue: pq.size=3, pmode=0, max:score=33/72, rid=343, fid=0
depth:  15, queue: pq.size=3, pmode=0, max:score=34/72, rid=403, fid=1009
depth:  16, queue: pq.size=3, pmode=0, max:score=35/72, rid=346, fid=19788
depth:  17, queue: pq.size=3, pmode=0, max:score=37/72, rid=252, fid=0
depth:  18, queue: pq.size=3, pmode=0, max:score=39/72, rid=471, fid=15
depth:  19, queue: pq.size=3, pmode=0, max:score=40/72, rid=450, fid=0
depth:  20, queue: pq.size=3, pmode=1, max:score=40/72, rid=450, fid=5
depth:  21, queue: pq.size=3, pmode=1, max:score=42/72, rid=317, fid=57373
depth:  22, queue: pq.size=3, pmode=1, max:score=43/72, rid=246, fid=89
depth:  23, queue: pq.size=3, pmode=1, max:score=45/72, rid=246, fid=36
depth:  24, queue: pq.size=3, pmode=1, max:score=46/72, rid=246, fid=6729
depth:  25, queue: pq.size=3, pmode=1, max:score=47/72, rid=246, fid=18913
depth:  26, queue: pq.size=3, pmode=1, max:score=47/72, rid=39, fid=40
depth:  27, queue: pq.size=3, pmode=1, max:score=48/72, rid=455, fid=4865
depth:  28, queue: pq.size=3, pmode=1, max:score=50/72, rid=240, fid=2005
depth:  29, queue: pq.size=3, pmode=1, max:score=51/72, rid=163, fid=186
depth:  30, queue: pq.size=3, pmode=1, max:score=52/72, rid=386, fid=14306
depth:  31, queue: pq.size=3, pmode=1, max:score=53/72, rid=78, fid=360
depth:  32, queue: pq.size=3, pmode=1, max:score=54/72, rid=198, fid=20711
depth:  33, queue: pq.size=3, pmode=1, max:score=55/72, rid=297, fid=0
depth:  34, queue: pq.size=3, pmode=1, max:score=55/72, rid=69, fid=5351
depth:  35, queue: pq.size=3, pmode=1, max:score=56/72, rid=172, fid=652
depth:  36, queue: pq.size=3, pmode=1, max:score=56/72, rid=301, fid=113
depth:  37, queue: pq.size=3, pmode=1, max:score=57/72, rid=470, fid=174605
depth:  38, queue: pq.size=3, pmode=1, max:score=58/72, rid=438, fid=1306
depth:  39, queue: pq.size=3, pmode=1, max:score=58/72, rid=93, fid=314
