--- Configuration ---
P_SN: 2
P_EN: 12
P_SLICE: 2
P_BEAM_WIDTH: 262144
P_THRESHOLD: 22
P_EVALUATION: 1
---------------------

start algo2_1
depth:   0, queue: pq.size=2, pmode=0, max:score=5/72, rid=248, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=7/72, rid=229, fid=0
depth:   2, queue: pq.size=3, pmode=0, max:score=8/72, rid=229, fid=53
depth:   3, queue: pq.size=3, pmode=0, max:score=10/72, rid=232, fid=115
depth:   4, queue: pq.size=3, pmode=0, max:score=12/72, rid=242, fid=440
depth:   5, queue: pq.size=3, pmode=0, max:score=14/72, rid=116, fid=228
depth:   6, queue: pq.size=3, pmode=0, max:score=16/72, rid=252, fid=23
depth:   7, queue: pq.size=3, pmode=0, max:score=18/72, rid=164, fid=0
depth:   8, queue: pq.size=3, pmode=0, max:score=20/72, rid=164, fid=1
depth:   9, queue: pq.size=3, pmode=0, max:score=22/72, rid=164, fid=4449
depth:  10, queue: pq.size=3, pmode=0, max:score=23/72, rid=229, fid=3
depth:  11, queue: pq.size=3, pmode=0, max:score=25/72, rid=94, fid=1
depth:  12, queue: pq.size=3, pmode=0, max:score=26/72, rid=97, fid=212
depth:  13, queue: pq.size=3, pmode=0, max:score=28/72, rid=216, fid=37
depth:  14, queue: pq.size=3, pmode=0, max:score=29/72, rid=205, fid=4
depth:  15, queue: pq.size=3, pmode=0, max:score=30/72, rid=244, fid=32464
depth:  16, queue: pq.size=3, pmode=0, max:score=32/72, rid=244, fid=16263
depth:  17, queue: pq.size=3, pmode=0, max:score=34/72, rid=178, fid=12824
depth:  18, queue: pq.size=3, pmode=0, max:score=35/72, rid=116, fid=26591
depth:  19, queue: pq.size=3, pmode=0, max:score=36/72, rid=141, fid=11
depth:  20, queue: pq.size=3, pmode=0, max:score=37/72, rid=148, fid=1505
depth:  21, queue: pq.size=3, pmode=0, max:score=38/72, rid=148, fid=1174
depth:  22, queue: pq.size=3, pmode=1, max:score=39/72, rid=316, fid=1054
depth:  23, queue: pq.size=3, pmode=1, max:score=40/72, rid=357, fid=8567
depth:  24, queue: pq.size=3, pmode=1, max:score=41/72, rid=192, fid=46
depth:  25, queue: pq.size=3, pmode=1, max:score=42/72, rid=413, fid=271
depth:  26, queue: pq.size=3, pmode=1, max:score=44/72, rid=160, fid=1146
depth:  27, queue: pq.size=3, pmode=1, max:score=45/72, rid=63, fid=128
depth:  28, queue: pq.size=3, pmode=1, max:score=46/72, rid=160, fid=23348
depth:  29, queue: pq.size=3, pmode=1, max:score=47/72, rid=51, fid=508
depth:  30, queue: pq.size=3, pmode=1, max:score=48/72, rid=312, fid=2043
depth:  31, queue: pq.size=3, pmode=1, max:score=49/72, rid=223, fid=5088
depth:  32, queue: pq.size=3, pmode=1, max:score=50/72, rid=63, fid=2974
depth:  33, queue: pq.size=3, pmode=1, max:score=52/72, rid=319, fid=167559
depth:  34, queue: pq.size=3, pmode=1, max:score=53/72, rid=91, fid=0
depth:  35, queue: pq.size=3, pmode=1, max:score=54/72, rid=131, fid=6
depth:  36, queue: pq.size=3, pmode=1, max:score=55/72, rid=131, fid=7
depth:  37, queue: pq.size=3, pmode=1, max:score=56/72, rid=316, fid=612
depth:  38, queue: pq.size=3, pmode=1, max:score=56/72, rid=131, fid=1956
depth:  39, queue: pq.size=3, pmode=1, max:score=57/72, rid=2, fid=4409
depth:  40, queue: pq.size=3, pmode=1, max:score=58/72, rid=57, fid=24898
depth:  41, queue: pq.size=3, pmode=1, max:score=59/72, rid=63, fid=353
depth:  42, queue: pq.size=3, pmode=1, max:score=59/72, rid=2, fid=84105
depth:  43, queue: pq.size=3, pmode=1, max:score=60/72, rid=63, fid=2744
depth:  44, queue: pq.size=3, pmode=1, max:score=60/72, rid=12, fid=21765
depth:  45, queue: pq.size=3, pmode=1, max:score=61/72, rid=159, fid=9678
depth:  46, queue: pq.size=3, pmode=1, max:score=61/72, rid=223, fid=141231
depth:  47, queue: pq.size=3, pmode=1, max:score=62/72, rid=29, fid=6149
depth:  48, queue: pq.size=3, pmode=1, max:score=63/72, rid=390, fid=165
depth:  49, queue: pq.size=3, pmode=1, max:score=64/72, rid=93, fid=4185
depth:  50, queue: pq.size=3, pmode=1, max:score=64/72, rid=22, fid=0
depth:  51, queue: pq.size=3, pmode=1, max:score=65/72, rid=148, fid=184
depth:  52, queue: pq.size=3, pmode=1, max:score=65/72, rid=4, fid=906
depth:  53, queue: pq.size=3, pmode=1, max:score=66/72, rid=440, fid=120
depth:  54, queue: pq.size=3, pmode=1, max:score=66/72, rid=167, fid=2448
depth:  55, queue: pq.size=3, pmode=1, max:score=67/72, rid=121, fid=214
depth:  56, queue: pq.size=3, pmode=1, max:score=67/72, rid=47, fid=29979
depth:  57, queue: pq.size=3, pmode=1, max:score=68/72, rid=47, fid=4226
depth:  58, queue: pq.size=3, pmode=1, max:score=68/72, rid=22, fid=215807
depth:  59, queue: pq.size=3, pmode=1, max:score=69/72, rid=242, fid=33676
depth:  60, queue: pq.size=3, pmode=1, max:score=69/72, rid=242, fid=227220
depth:  61, queue: pq.size=3, pmode=1, max:score=69/72, rid=156, fid=210
depth:  62, queue: pq.size=3, pmode=1, max:score=69/72, rid=111, fid=4581
depth:  63, queue: pq.size=3, pmode=1, max:score=70/72, rid=451, fid=19558
depth:  64, queue: pq.size=3, pmode=1, max:score=70/72, rid=72, fid=44
depth:  65, queue: pq.size=3, pmode=1, max:score=71/72, rid=186, fid=710
depth:  66, queue: pq.size=3, pmode=1, max:score=71/72, rid=329, fid=37625
depth:  67, queue: pq.size=3, pmode=1, max:score=71/72, rid=10, fid=97
depth:  68, queue: pq.size=3, pmode=1, max:score=71/72, rid=450, fid=5332
depth:  69, queue: pq.size=3, pmode=1, max:score=72/72, rid=126, fid=218453
result size: 70


--- Performance ---
Total Execution Time: 48.214 sec
