--- Configuration ---
P_BEAM_WIDTH: 262144
P_EVALUATION: 3
P_SLICE: 1
P_THRESHOLD: 18
P_SN: 6
P_EN: 10
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=5/72, rid=110, fid=0
depth:   1, queue: pq.size=2, pmode=0, max:score=7/72, rid=35, fid=0
depth:   2, queue: pq.size=3, pmode=0, max:score=10/72, rid=36, fid=1770
depth:   3, queue: pq.size=3, pmode=0, max:score=12/72, rid=30, fid=0
depth:   4, queue: pq.size=3, pmode=0, max:score=14/72, rid=107, fid=367
depth:   5, queue: pq.size=3, pmode=0, max:score=16/72, rid=3, fid=0
depth:   6, queue: pq.size=3, pmode=0, max:score=18/72, rid=120, fid=1943
depth:   7, queue: pq.size=3, pmode=0, max:score=20/72, rid=6, fid=6
depth:   8, queue: pq.size=3, pmode=0, max:score=22/72, rid=102, fid=1
depth:   9, queue: pq.size=3, pmode=0, max:score=23/72, rid=76, fid=0
depth:  10, queue: pq.size=3, pmode=0, max:score=25/72, rid=102, fid=891
depth:  11, queue: pq.size=3, pmode=0, max:score=26/72, rid=70, fid=100
depth:  12, queue: pq.size=3, pmode=0, max:score=28/72, rid=43, fid=0
depth:  13, queue: pq.size=3, pmode=0, max:score=29/72, rid=45, fid=307
depth:  14, queue: pq.size=3, pmode=0, max:score=30/72, rid=36, fid=4393
depth:  15, queue: pq.size=3, pmode=0, max:score=32/72, rid=18, fid=4
depth:  16, queue: pq.size=3, pmode=0, max:score=33/72, rid=60, fid=335
depth:  17, queue: pq.size=3, pmode=0, max:score=34/72, rid=65, fid=0
depth:  18, queue: pq.size=3, pmode=1, max:score=35/72, rid=413, fid=489
depth:  19, queue: pq.size=3, pmode=1, max:score=36/72, rid=413, fid=5551
depth:  20, queue: pq.size=3, pmode=1, max:score=38/72, rid=222, fid=84
depth:  21, queue: pq.size=3, pmode=1, max:score=39/72, rid=224, fid=5
depth:  22, queue: pq.size=3, pmode=1, max:score=41/72, rid=312, fid=0
depth:  23, queue: pq.size=3, pmode=1, max:score=42/72, rid=332, fid=14012
depth:  24, queue: pq.size=3, pmode=1, max:score=43/72, rid=394, fid=3334
depth:  25, queue: pq.size=3, pmode=1, max:score=45/72, rid=63, fid=6060
depth:  26, queue: pq.size=3, pmode=1, max:score=46/72, rid=394, fid=36088
depth:  27, queue: pq.size=3, pmode=1, max:score=47/72, rid=106, fid=30
depth:  28, queue: pq.size=3, pmode=1, max:score=48/72, rid=106, fid=161
depth:  29, queue: pq.size=3, pmode=1, max:score=48/72, rid=439, fid=27549
depth:  30, queue: pq.size=3, pmode=1, max:score=49/72, rid=93, fid=21166
depth:  31, queue: pq.size=3, pmode=1, max:score=50/72, rid=336, fid=1884
depth:  32, queue: pq.size=3, pmode=1, max:score=51/72, rid=303, fid=66055
depth:  33, queue: pq.size=3, pmode=1, max:score=52/72, rid=189, fid=516
depth:  34, queue: pq.size=3, pmode=1, max:score=53/72, rid=281, fid=101
depth:  35, queue: pq.size=3, pmode=1, max:score=55/72, rid=312, fid=14077
