--- Configuration ---
P_SN: 5
P_EN: 12
P_SLICE: 2
P_BEAM_WIDTH: 262144
P_THRESHOLD: 22
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=4/72, rid=29, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=6/72, rid=69, fid=25
depth:   2, queue: pq.size=3, pmode=0, max:score=8/72, rid=98, fid=0
depth:   3, queue: pq.size=3, pmode=0, max:score=10/72, rid=45, fid=13
depth:   4, queue: pq.size=3, pmode=0, max:score=12/72, rid=42, fid=745
depth:   5, queue: pq.size=3, pmode=0, max:score=15/72, rid=42, fid=353
depth:   6, queue: pq.size=3, pmode=0, max:score=16/72, rid=40, fid=7
depth:   7, queue: pq.size=3, pmode=0, max:score=18/72, rid=60, fid=24
depth:   8, queue: pq.size=3, pmode=0, max:score=19/72, rid=43, fid=2
depth:   9, queue: pq.size=3, pmode=0, max:score=21/72, rid=13, fid=401
depth:  10, queue: pq.size=3, pmode=0, max:score=22/72, rid=94, fid=7
depth:  11, queue: pq.size=3, pmode=0, max:score=24/72, rid=22, fid=887
depth:  12, queue: pq.size=3, pmode=0, max:score=25/72, rid=92, fid=183
depth:  13, queue: pq.size=3, pmode=0, max:score=27/72, rid=94, fid=10
depth:  14, queue: pq.size=3, pmode=0, max:score=29/72, rid=69, fid=5990
depth:  15, queue: pq.size=3, pmode=0, max:score=29/72, rid=52, fid=44308
depth:  16, queue: pq.size=3, pmode=0, max:score=31/72, rid=51, fid=16
depth:  17, queue: pq.size=3, pmode=0, max:score=32/72, rid=55, fid=72
depth:  18, queue: pq.size=3, pmode=0, max:score=33/72, rid=72, fid=2
depth:  19, queue: pq.size=3, pmode=0, max:score=34/72, rid=47, fid=98
depth:  20, queue: pq.size=3, pmode=0, max:score=35/72, rid=50, fid=1285
depth:  21, queue: pq.size=3, pmode=0, max:score=37/72, rid=58, fid=1367
depth:  22, queue: pq.size=3, pmode=1, max:score=37/72, rid=376, fid=2353
depth:  23, queue: pq.size=3, pmode=1, max:score=39/72, rid=382, fid=570
depth:  24, queue: pq.size=3, pmode=1, max:score=40/72, rid=387, fid=4289
depth:  25, queue: pq.size=3, pmode=1, max:score=41/72, rid=387, fid=14088
depth:  26, queue: pq.size=3, pmode=1, max:score=43/72, rid=372, fid=127
depth:  27, queue: pq.size=3, pmode=1, max:score=44/72, rid=366, fid=46637
depth:  28, queue: pq.size=3, pmode=1, max:score=45/72, rid=366, fid=92619
depth:  29, queue: pq.size=3, pmode=1, max:score=46/72, rid=57, fid=45
depth:  30, queue: pq.size=3, pmode=1, max:score=47/72, rid=302, fid=59
depth:  31, queue: pq.size=3, pmode=1, max:score=48/72, rid=34, fid=620
depth:  32, queue: pq.size=3, pmode=1, max:score=50/72, rid=183, fid=2689
depth:  33, queue: pq.size=3, pmode=1, max:score=51/72, rid=492, fid=2424
depth:  34, queue: pq.size=3, pmode=1, max:score=51/72, rid=306, fid=198
depth:  35, queue: pq.size=3, pmode=1, max:score=53/72, rid=403, fid=223154
depth:  36, queue: pq.size=3, pmode=1, max:score=54/72, rid=78, fid=1
depth:  37, queue: pq.size=3, pmode=1, max:score=55/72, rid=78, fid=3
depth:  38, queue: pq.size=3, pmode=1, max:score=56/72, rid=491, fid=1
depth:  39, queue: pq.size=3, pmode=1, max:score=56/72, rid=491, fid=143
depth:  40, queue: pq.size=3, pmode=1, max:score=57/72, rid=491, fid=46652
depth:  41, queue: pq.size=3, pmode=1, max:score=58/72, rid=32, fid=66
depth:  42, queue: pq.size=3, pmode=1, max:score=59/72, rid=19, fid=9
depth:  43, queue: pq.size=3, pmode=1, max:score=59/72, rid=208, fid=2812
depth:  44, queue: pq.size=3, pmode=1, max:score=60/72, rid=371, fid=1882
depth:  45, queue: pq.size=3, pmode=1, max:score=61/72, rid=253, fid=84829
