--- Configuration ---
P_SN: 2
P_EN: 10
P_SLICE: 1
P_THRESHOLD: 20
P_EVALUATION: 2
P_BEAM_WIDTH: 262144
P_QUEUE_SIZE: 4194304
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=7/72, rid=452, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=9/72, rid=486, fid=18
depth:   2, queue: pq.size=3, pmode=0, max:score=11/72, rid=486, fid=54
depth:   3, queue: pq.size=3, pmode=0, max:score=14/72, rid=464, fid=46
depth:   4, queue: pq.size=3, pmode=0, max:score=16/72, rid=464, fid=57
depth:   5, queue: pq.size=3, pmode=0, max:score=18/72, rid=487, fid=1
depth:   6, queue: pq.size=3, pmode=0, max:score=20/72, rid=487, fid=70
depth:   7, queue: pq.size=3, pmode=0, max:score=22/72, rid=390, fid=4716
depth:   8, queue: pq.size=3, pmode=0, max:score=23/72, rid=269, fid=208
depth:   9, queue: pq.size=3, pmode=0, max:score=25/72, rid=251, fid=8
depth:  10, queue: pq.size=3, pmode=0, max:score=27/72, rid=251, fid=1
depth:  11, queue: pq.size=3, pmode=0, max:score=29/72, rid=421, fid=71508
depth:  12, queue: pq.size=3, pmode=0, max:score=30/72, rid=278, fid=7369
depth:  13, queue: pq.size=3, pmode=0, max:score=31/72, rid=263, fid=399
depth:  14, queue: pq.size=3, pmode=0, max:score=33/72, rid=420, fid=1776
depth:  15, queue: pq.size=3, pmode=0, max:score=35/72, rid=226, fid=280
depth:  16, queue: pq.size=3, pmode=0, max:score=36/72, rid=226, fid=173
depth:  17, queue: pq.size=3, pmode=0, max:score=37/72, rid=226, fid=399
depth:  18, queue: pq.size=3, pmode=0, max:score=39/72, rid=256, fid=576
depth:  19, queue: pq.size=3, pmode=0, max:score=40/72, rid=169, fid=72
depth:  20, queue: pq.size=3, pmode=1, max:score=40/72, rid=6, fid=81
depth:  21, queue: pq.size=3, pmode=1, max:score=41/72, rid=208, fid=1009
depth:  22, queue: pq.size=3, pmode=1, max:score=42/72, rid=188, fid=71540
depth:  23, queue: pq.size=3, pmode=1, max:score=43/72, rid=208, fid=1077
depth:  24, queue: pq.size=3, pmode=1, max:score=44/72, rid=60, fid=705
depth:  25, queue: pq.size=3, pmode=1, max:score=45/72, rid=6, fid=8597
