--- Configuration ---
P_BEAM_WIDTH: 262144
P_SLICE: 1
P_EVALUATION: 1
P_THRESHOLD: 20
P_SN: 2
P_EN: 11
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=5/72, rid=396, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=8/72, rid=375, fid=1
depth:   2, queue: pq.size=3, pmode=0, max:score=10/72, rid=397, fid=0
depth:   3, queue: pq.size=3, pmode=0, max:score=12/72, rid=461, fid=1
depth:   4, queue: pq.size=3, pmode=0, max:score=14/72, rid=316, fid=351
depth:   5, queue: pq.size=3, pmode=0, max:score=16/72, rid=467, fid=269
depth:   6, queue: pq.size=3, pmode=0, max:score=19/72, rid=308, fid=33
depth:   7, queue: pq.size=3, pmode=0, max:score=20/72, rid=225, fid=2
depth:   8, queue: pq.size=3, pmode=0, max:score=22/72, rid=260, fid=209973
depth:   9, queue: pq.size=3, pmode=0, max:score=24/72, rid=253, fid=448
depth:  10, queue: pq.size=3, pmode=0, max:score=27/72, rid=452, fid=62
depth:  11, queue: pq.size=3, pmode=0, max:score=29/72, rid=450, fid=2
depth:  12, queue: pq.size=3, pmode=0, max:score=30/72, rid=154, fid=0
depth:  13, queue: pq.size=3, pmode=0, max:score=31/72, rid=154, fid=9
depth:  14, queue: pq.size=3, pmode=0, max:score=32/72, rid=385, fid=194768
depth:  15, queue: pq.size=3, pmode=0, max:score=34/72, rid=385, fid=134667
depth:  16, queue: pq.size=3, pmode=0, max:score=35/72, rid=153, fid=20
depth:  17, queue: pq.size=3, pmode=0, max:score=36/72, rid=362, fid=3
depth:  18, queue: pq.size=3, pmode=0, max:score=38/72, rid=315, fid=139841
depth:  19, queue: pq.size=3, pmode=0, max:score=39/72, rid=64, fid=149
depth:  20, queue: pq.size=3, pmode=1, max:score=38/72, rid=37, fid=115150
depth:  21, queue: pq.size=3, pmode=1, max:score=40/72, rid=221, fid=13592
depth:  22, queue: pq.size=3, pmode=1, max:score=41/72, rid=64, fid=42391
depth:  23, queue: pq.size=3, pmode=1, max:score=42/72, rid=59, fid=4513
depth:  24, queue: pq.size=3, pmode=1, max:score=44/72, rid=310, fid=19987
depth:  25, queue: pq.size=3, pmode=1, max:score=45/72, rid=309, fid=414
depth:  26, queue: pq.size=3, pmode=1, max:score=46/72, rid=309, fid=3444
depth:  27, queue: pq.size=3, pmode=1, max:score=47/72, rid=0, fid=2366
depth:  28, queue: pq.size=3, pmode=1, max:score=48/72, rid=0, fid=10184
depth:  29, queue: pq.size=3, pmode=1, max:score=48/72, rid=59, fid=6926
depth:  30, queue: pq.size=3, pmode=1, max:score=49/72, rid=221, fid=35223
depth:  31, queue: pq.size=3, pmode=1, max:score=50/72, rid=33, fid=38404
depth:  32, queue: pq.size=3, pmode=1, max:score=51/72, rid=316, fid=970
depth:  33, queue: pq.size=3, pmode=1, max:score=51/72, rid=203, fid=160032
depth:  34, queue: pq.size=3, pmode=1, max:score=52/72, rid=109, fid=8084
depth:  35, queue: pq.size=3, pmode=1, max:score=53/72, rid=344, fid=90
depth:  36, queue: pq.size=3, pmode=1, max:score=53/72, rid=18, fid=23061
depth:  37, queue: pq.size=3, pmode=1, max:score=54/72, rid=109, fid=9806
depth:  38, queue: pq.size=3, pmode=1, max:score=54/72, rid=229, fid=182101
depth:  39, queue: pq.size=3, pmode=1, max:score=55/72, rid=250, fid=64770
depth:  40, queue: pq.size=3, pmode=1, max:score=56/72, rid=157, fid=4201
depth:  41, queue: pq.size=3, pmode=1, max:score=57/72, rid=150, fid=147
depth:  42, queue: pq.size=3, pmode=1, max:score=58/72, rid=454, fid=32
depth:  43, queue: pq.size=3, pmode=1, max:score=59/72, rid=218, fid=19
depth:  44, queue: pq.size=3, pmode=1, max:score=59/72, rid=17, fid=219270
depth:  45, queue: pq.size=3, pmode=1, max:score=60/72, rid=150, fid=1062
depth:  46, queue: pq.size=3, pmode=1, max:score=61/72, rid=495, fid=76027
depth:  47, queue: pq.size=3, pmode=1, max:score=62/72, rid=495, fid=38972
depth:  48, queue: pq.size=3, pmode=1, max:score=62/72, rid=36, fid=425
depth:  49, queue: pq.size=3, pmode=1, max:score=63/72, rid=311, fid=597
depth:  50, queue: pq.size=3, pmode=1, max:score=64/72, rid=57, fid=1728
depth:  51, queue: pq.size=3, pmode=1, max:score=64/72, rid=57, fid=101794
depth:  52, queue: pq.size=3, pmode=1, max:score=65/72, rid=171, fid=527
depth:  53, queue: pq.size=3, pmode=1, max:score=65/72, rid=171, fid=42666
depth:  54, queue: pq.size=3, pmode=1, max:score=66/72, rid=171, fid=10735
depth:  55, queue: pq.size=3, pmode=1, max:score=67/72, rid=320, fid=11
depth:  56, queue: pq.size=3, pmode=1, max:score=67/72, rid=34, fid=170048
depth:  57, queue: pq.size=3, pmode=1, max:score=67/72, rid=44, fid=331
depth:  58, queue: pq.size=3, pmode=1, max:score=68/72, rid=415, fid=24953
depth:  59, queue: pq.size=3, pmode=1, max:score=68/72, rid=138, fid=41
depth:  60, queue: pq.size=3, pmode=1, max:score=68/72, rid=73, fid=89
depth:  61, queue: pq.size=3, pmode=1, max:score=69/72, rid=146, fid=5261
depth:  62, queue: pq.size=3, pmode=1, max:score=69/72, rid=76, fid=43
depth:  63, queue: pq.size=3, pmode=1, max:score=70/72, rid=190, fid=18039
depth:  64, queue: pq.size=3, pmode=1, max:score=70/72, rid=82, fid=9
depth:  65, queue: pq.size=3, pmode=1, max:score=70/72, rid=130, fid=787
depth:  66, queue: pq.size=3, pmode=1, max:score=70/72, rid=60, fid=8560
depth:  67, queue: pq.size=3, pmode=1, max:score=70/72, rid=2, fid=8456
depth:  68, queue: pq.size=3, pmode=1, max:score=70/72, rid=43, fid=4257
depth:  69, queue: pq.size=3, pmode=1, max:score=71/72, rid=138, fid=116932
depth:  70, queue: pq.size=3, pmode=1, max:score=71/72, rid=104, fid=0
depth:  71, queue: pq.size=3, pmode=1, max:score=71/72, rid=41, fid=40
depth:  72, queue: pq.size=3, pmode=1, max:score=71/72, rid=107, fid=287
depth:  73, queue: pq.size=3, pmode=1, max:score=71/72, rid=12, fid=8032
depth:  74, queue: pq.size=3, pmode=1, max:score=71/72, rid=227, fid=9280
depth:  75, queue: pq.size=3, pmode=1, max:score=71/72, rid=247, fid=8750
depth:  76, queue: pq.size=3, pmode=1, max:score=71/72, rid=13, fid=8416
depth:  77, queue: pq.size=3, pmode=1, max:score=71/72, rid=145, fid=8707
depth:  78, queue: pq.size=3, pmode=1, max:score=71/72, rid=33, fid=8678
depth:  79, queue: pq.size=3, pmode=1, max:score=72/72, rid=181, fid=156359
result size: 80


--- Performance ---
Total Execution Time: 71.466 sec
