--- Configuration ---
P_BEAM_WIDTH: 262144
P_SLICE: 1
P_EVALUATION: 1
P_THRESHOLD: 22
P_SN: 2
P_EN: 12
---------------------

start algo2_1
depth:   0, queue: pq.size=3, pmode=0, max:score=7/72, rid=399, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=9/72, rid=455, fid=4
depth:   2, queue: pq.size=3, pmode=0, max:score=11/72, rid=435, fid=8
depth:   3, queue: pq.size=3, pmode=0, max:score=13/72, rid=423, fid=21883
depth:   4, queue: pq.size=3, pmode=0, max:score=16/72, rid=463, fid=3
depth:   5, queue: pq.size=3, pmode=0, max:score=18/72, rid=463, fid=10
depth:   6, queue: pq.size=3, pmode=0, max:score=20/72, rid=383, fid=1619
depth:   7, queue: pq.size=3, pmode=0, max:score=21/72, rid=290, fid=0
depth:   8, queue: pq.size=3, pmode=0, max:score=24/72, rid=374, fid=15564
depth:   9, queue: pq.size=3, pmode=0, max:score=25/72, rid=462, fid=48147
depth:  10, queue: pq.size=3, pmode=0, max:score=26/72, rid=375, fid=53
depth:  11, queue: pq.size=3, pmode=0, max:score=28/72, rid=432, fid=243
depth:  12, queue: pq.size=3, pmode=0, max:score=29/72, rid=432, fid=134
depth:  13, queue: pq.size=3, pmode=0, max:score=31/72, rid=412, fid=19
depth:  14, queue: pq.size=3, pmode=0, max:score=32/72, rid=303, fid=118
depth:  15, queue: pq.size=3, pmode=0, max:score=34/72, rid=139, fid=64
depth:  16, queue: pq.size=3, pmode=0, max:score=35/72, rid=139, fid=108
depth:  17, queue: pq.size=3, pmode=0, max:score=36/72, rid=410, fid=41885
depth:  18, queue: pq.size=3, pmode=0, max:score=38/72, rid=275, fid=139398
depth:  19, queue: pq.size=3, pmode=0, max:score=39/72, rid=164, fid=55897
depth:  20, queue: pq.size=3, pmode=0, max:score=41/72, rid=377, fid=1
depth:  21, queue: pq.size=3, pmode=0, max:score=41/72, rid=235, fid=3
depth:  22, queue: pq.size=3, pmode=1, max:score=42/72, rid=92, fid=5
depth:  23, queue: pq.size=3, pmode=1, max:score=43/72, rid=480, fid=50
depth:  24, queue: pq.size=3, pmode=1, max:score=44/72, rid=480, fid=6981
depth:  25, queue: pq.size=3, pmode=1, max:score=45/72, rid=255, fid=1398
depth:  26, queue: pq.size=3, pmode=1, max:score=46/72, rid=255, fid=643
depth:  27, queue: pq.size=3, pmode=1, max:score=47/72, rid=20, fid=3560
