--- Configuration ---
P_SN: 5
P_EN: 10
P_SLICE: 1
P_BEAM_WIDTH: 262144
P_THRESHOLD: 22
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=5/72, rid=26, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=7/72, rid=111, fid=0
depth:   2, queue: pq.size=3, pmode=0, max:score=10/72, rid=145, fid=10
depth:   3, queue: pq.size=3, pmode=0, max:score=12/72, rid=96, fid=10443
depth:   4, queue: pq.size=3, pmode=0, max:score=15/72, rid=169, fid=0
depth:   5, queue: pq.size=3, pmode=0, max:score=17/72, rid=189, fid=0
depth:   6, queue: pq.size=3, pmode=0, max:score=18/72, rid=102, fid=6
depth:   7, queue: pq.size=3, pmode=0, max:score=20/72, rid=23, fid=0
depth:   8, queue: pq.size=3, pmode=0, max:score=22/72, rid=189, fid=0
depth:   9, queue: pq.size=3, pmode=0, max:score=24/72, rid=115, fid=0
depth:  10, queue: pq.size=3, pmode=0, max:score=26/72, rid=5, fid=14
depth:  11, queue: pq.size=3, pmode=0, max:score=27/72, rid=116, fid=4
depth:  12, queue: pq.size=3, pmode=0, max:score=29/72, rid=188, fid=51250
depth:  13, queue: pq.size=3, pmode=0, max:score=31/72, rid=116, fid=1
depth:  14, queue: pq.size=3, pmode=0, max:score=31/72, rid=169, fid=152
depth:  15, queue: pq.size=3, pmode=0, max:score=33/72, rid=122, fid=101470
depth:  16, queue: pq.size=3, pmode=0, max:score=34/72, rid=153, fid=811
depth:  17, queue: pq.size=3, pmode=0, max:score=36/72, rid=26, fid=2
depth:  18, queue: pq.size=3, pmode=0, max:score=37/72, rid=113, fid=175
depth:  19, queue: pq.size=3, pmode=0, max:score=38/72, rid=103, fid=3
depth:  20, queue: pq.size=3, pmode=0, max:score=40/72, rid=80, fid=182
depth:  21, queue: pq.size=3, pmode=0, max:score=41/72, rid=1, fid=12
depth:  22, queue: pq.size=3, pmode=1, max:score=41/72, rid=101, fid=12
depth:  23, queue: pq.size=3, pmode=1, max:score=42/72, rid=199, fid=824
depth:  24, queue: pq.size=3, pmode=1, max:score=43/72, rid=204, fid=2348
depth:  25, queue: pq.size=3, pmode=1, max:score=44/72, rid=248, fid=124303
depth:  26, queue: pq.size=3, pmode=1, max:score=46/72, rid=316, fid=51258
depth:  27, queue: pq.size=3, pmode=1, max:score=47/72, rid=213, fid=2196
depth:  28, queue: pq.size=3, pmode=1, max:score=48/72, rid=61, fid=1
depth:  29, queue: pq.size=3, pmode=1, max:score=49/72, rid=382, fid=9008
depth:  30, queue: pq.size=3, pmode=1, max:score=50/72, rid=191, fid=22479
depth:  31, queue: pq.size=3, pmode=1, max:score=51/72, rid=310, fid=156
depth:  32, queue: pq.size=3, pmode=1, max:score=52/72, rid=223, fid=21767
depth:  33, queue: pq.size=3, pmode=1, max:score=53/72, rid=238, fid=45493
depth:  34, queue: pq.size=3, pmode=1, max:score=54/72, rid=201, fid=60
depth:  35, queue: pq.size=3, pmode=1, max:score=55/72, rid=267, fid=13600
depth:  36, queue: pq.size=3, pmode=1, max:score=55/72, rid=211, fid=26893
depth:  37, queue: pq.size=3, pmode=1, max:score=56/72, rid=52, fid=6145
depth:  38, queue: pq.size=3, pmode=1, max:score=57/72, rid=275, fid=11
depth:  39, queue: pq.size=3, pmode=1, max:score=57/72, rid=55, fid=51
depth:  40, queue: pq.size=3, pmode=1, max:score=58/72, rid=107, fid=4390
depth:  41, queue: pq.size=3, pmode=1, max:score=59/72, rid=453, fid=660
depth:  42, queue: pq.size=3, pmode=1, max:score=60/72, rid=453, fid=50098
depth:  43, queue: pq.size=3, pmode=1, max:score=61/72, rid=121, fid=12681
depth:  44, queue: pq.size=3, pmode=1, max:score=62/72, rid=296, fid=50
depth:  45, queue: pq.size=3, pmode=1, max:score=62/72, rid=0, fid=1462
depth:  46, queue: pq.size=3, pmode=1, max:score=63/72, rid=222, fid=4487
depth:  47, queue: pq.size=3, pmode=1, max:score=63/72, rid=222, fid=101159
depth:  48, queue: pq.size=3, pmode=1, max:score=64/72, rid=19, fid=31106
depth:  49, queue: pq.size=3, pmode=1, max:score=65/72, rid=227, fid=1687
depth:  50, queue: pq.size=3, pmode=1, max:score=65/72, rid=133, fid=185
depth:  51, queue: pq.size=3, pmode=1, max:score=66/72, rid=136, fid=38280
depth:  52, queue: pq.size=3, pmode=1, max:score=66/72, rid=169, fid=866
depth:  53, queue: pq.size=3, pmode=1, max:score=67/72, rid=171, fid=17064
depth:  54, queue: pq.size=3, pmode=1, max:score=67/72, rid=492, fid=18896
depth:  55, queue: pq.size=3, pmode=1, max:score=68/72, rid=62, fid=359
depth:  56, queue: pq.size=3, pmode=1, max:score=68/72, rid=331, fid=7176
depth:  57, queue: pq.size=3, pmode=1, max:score=68/72, rid=38, fid=709
depth:  58, queue: pq.size=3, pmode=1, max:score=69/72, rid=372, fid=6434
depth:  59, queue: pq.size=3, pmode=1, max:score=69/72, rid=281, fid=79
depth:  60, queue: pq.size=3, pmode=1, max:score=70/72, rid=501, fid=868
