--- Configuration ---
P_SN: 2
P_EN: 12
P_SLICE: 1
P_BEAM_WIDTH: 262144
P_THRESHOLD: 24
P_EVALUATION: 2
---------------------

start algo2_1
depth:   0, queue: pq.size=3, pmode=0, max:score=6/72, rid=432, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=8/72, rid=386, fid=5
depth:   2, queue: pq.size=3, pmode=0, max:score=11/72, rid=486, fid=12
depth:   3, queue: pq.size=3, pmode=0, max:score=12/72, rid=492, fid=0
depth:   4, queue: pq.size=3, pmode=0, max:score=14/72, rid=340, fid=1
depth:   5, queue: pq.size=3, pmode=0, max:score=17/72, rid=410, fid=39
depth:   6, queue: pq.size=3, pmode=0, max:score=19/72, rid=390, fid=833
depth:   7, queue: pq.size=3, pmode=0, max:score=21/72, rid=440, fid=3199
depth:   8, queue: pq.size=3, pmode=0, max:score=23/72, rid=440, fid=6878
depth:   9, queue: pq.size=3, pmode=0, max:score=24/72, rid=452, fid=7172
depth:  10, queue: pq.size=3, pmode=0, max:score=26/72, rid=348, fid=1722
depth:  11, queue: pq.size=3, pmode=0, max:score=27/72, rid=497, fid=120342
depth:  12, queue: pq.size=3, pmode=0, max:score=29/72, rid=496, fid=235205
depth:  13, queue: pq.size=3, pmode=0, max:score=31/72, rid=496, fid=206370
depth:  14, queue: pq.size=3, pmode=0, max:score=33/72, rid=423, fid=5192
depth:  15, queue: pq.size=3, pmode=0, max:score=35/72, rid=397, fid=3
depth:  16, queue: pq.size=3, pmode=0, max:score=36/72, rid=182, fid=2
depth:  17, queue: pq.size=3, pmode=0, max:score=37/72, rid=367, fid=8
depth:  18, queue: pq.size=3, pmode=0, max:score=38/72, rid=182, fid=1
depth:  19, queue: pq.size=3, pmode=0, max:score=39/72, rid=367, fid=49
depth:  20, queue: pq.size=3, pmode=0, max:score=41/72, rid=175, fid=69
depth:  21, queue: pq.size=3, pmode=0, max:score=42/72, rid=472, fid=25
depth:  22, queue: pq.size=3, pmode=0, max:score=43/72, rid=136, fid=291
depth:  23, queue: pq.size=3, pmode=0, max:score=44/72, rid=86, fid=232
depth:  24, queue: pq.size=3, pmode=1, max:score=45/72, rid=325, fid=8380
depth:  25, queue: pq.size=3, pmode=1, max:score=46/72, rid=174, fid=5679
depth:  26, queue: pq.size=3, pmode=1, max:score=47/72, rid=292, fid=294
depth:  27, queue: pq.size=3, pmode=1, max:score=48/72, rid=325, fid=184975
depth:  28, queue: pq.size=3, pmode=1, max:score=49/72, rid=196, fid=2517
depth:  29, queue: pq.size=3, pmode=1, max:score=50/72, rid=138, fid=144865
depth:  30, queue: pq.size=3, pmode=1, max:score=51/72, rid=270, fid=146
depth:  31, queue: pq.size=3, pmode=1, max:score=52/72, rid=292, fid=2230
depth:  32, queue: pq.size=3, pmode=1, max:score=53/72, rid=264, fid=102
depth:  33, queue: pq.size=3, pmode=1, max:score=54/72, rid=95, fid=192195
depth:  34, queue: pq.size=3, pmode=1, max:score=54/72, rid=298, fid=3756
depth:  35, queue: pq.size=3, pmode=1, max:score=55/72, rid=290, fid=4783
depth:  36, queue: pq.size=3, pmode=1, max:score=56/72, rid=241, fid=503
depth:  37, queue: pq.size=3, pmode=1, max:score=57/72, rid=488, fid=77179
depth:  38, queue: pq.size=3, pmode=1, max:score=57/72, rid=502, fid=69194
depth:  39, queue: pq.size=3, pmode=1, max:score=58/72, rid=236, fid=8680
depth:  40, queue: pq.size=3, pmode=1, max:score=59/72, rid=99, fid=43837
depth:  41, queue: pq.size=3, pmode=1, max:score=60/72, rid=89, fid=14658
depth:  42, queue: pq.size=3, pmode=1, max:score=61/72, rid=182, fid=6
depth:  43, queue: pq.size=3, pmode=1, max:score=61/72, rid=80, fid=10704
depth:  44, queue: pq.size=3, pmode=1, max:score=62/72, rid=293, fid=1213
depth:  45, queue: pq.size=3, pmode=1, max:score=62/72, rid=101, fid=46
depth:  46, queue: pq.size=3, pmode=1, max:score=63/72, rid=296, fid=9206
depth:  47, queue: pq.size=3, pmode=1, max:score=64/72, rid=236, fid=3338
depth:  48, queue: pq.size=3, pmode=1, max:score=64/72, rid=4, fid=54
depth:  49, queue: pq.size=3, pmode=1, max:score=65/72, rid=350, fid=5629
depth:  50, queue: pq.size=3, pmode=1, max:score=65/72, rid=18, fid=271
depth:  51, queue: pq.size=3, pmode=1, max:score=66/72, rid=315, fid=5222
depth:  52, queue: pq.size=3, pmode=1, max:score=66/72, rid=296, fid=36
depth:  53, queue: pq.size=3, pmode=1, max:score=67/72, rid=229, fid=2963
depth:  54, queue: pq.size=3, pmode=1, max:score=67/72, rid=112, fid=41
depth:  55, queue: pq.size=3, pmode=1, max:score=68/72, rid=229, fid=2922
depth:  56, queue: pq.size=3, pmode=1, max:score=68/72, rid=86, fid=214048
depth:  57, queue: pq.size=3, pmode=1, max:score=68/72, rid=30, fid=593
depth:  58, queue: pq.size=3, pmode=1, max:score=68/72, rid=211, fid=4795
depth:  59, queue: pq.size=3, pmode=1, max:score=69/72, rid=420, fid=57840
depth:  60, queue: pq.size=3, pmode=1, max:score=69/72, rid=211, fid=82
depth:  61, queue: pq.size=3, pmode=1, max:score=69/72, rid=15, fid=4353
depth:  62, queue: pq.size=3, pmode=1, max:score=70/72, rid=444, fid=170171
depth:  63, queue: pq.size=3, pmode=1, max:score=70/72, rid=38, fid=9
depth:  64, queue: pq.size=3, pmode=1, max:score=70/72, rid=226, fid=1151
depth:  65, queue: pq.size=3, pmode=1, max:score=70/72, rid=110, fid=9359
depth:  66, queue: pq.size=3, pmode=1, max:score=71/72, rid=392, fid=38857
depth:  67, queue: pq.size=3, pmode=1, max:score=71/72, rid=129, fid=0
depth:  68, queue: pq.size=3, pmode=1, max:score=72/72, rid=476, fid=5
result size: 69


--- Performance ---
Total Execution Time: 61.917 sec
