--- Configuration ---
P_BEAM_WIDTH: 262144
P_EVALUATION: 3
P_SLICE: 2
P_THRESHOLD: 22
P_SN: 4
P_EN: 10
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=5/72, rid=18, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=7/72, rid=94, fid=0
depth:   2, queue: pq.size=3, pmode=0, max:score=8/72, rid=103, fid=1643
depth:   3, queue: pq.size=3, pmode=0, max:score=10/72, rid=11, fid=2
depth:   4, queue: pq.size=3, pmode=0, max:score=13/72, rid=105, fid=37
depth:   5, queue: pq.size=3, pmode=0, max:score=14/72, rid=123, fid=146
depth:   6, queue: pq.size=3, pmode=0, max:score=16/72, rid=96, fid=7617
depth:   7, queue: pq.size=3, pmode=0, max:score=18/72, rid=86, fid=38
depth:   8, queue: pq.size=3, pmode=0, max:score=20/72, rid=77, fid=475
depth:   9, queue: pq.size=3, pmode=0, max:score=21/72, rid=62, fid=15
depth:  10, queue: pq.size=3, pmode=0, max:score=23/72, rid=74, fid=396
depth:  11, queue: pq.size=3, pmode=0, max:score=24/72, rid=64, fid=1020
depth:  12, queue: pq.size=3, pmode=0, max:score=26/72, rid=62, fid=210
depth:  13, queue: pq.size=3, pmode=0, max:score=27/72, rid=77, fid=776
depth:  14, queue: pq.size=3, pmode=0, max:score=29/72, rid=64, fid=22
depth:  15, queue: pq.size=3, pmode=0, max:score=30/72, rid=111, fid=14098
depth:  16, queue: pq.size=3, pmode=0, max:score=31/72, rid=11, fid=11
depth:  17, queue: pq.size=3, pmode=0, max:score=33/72, rid=10, fid=185
depth:  18, queue: pq.size=3, pmode=0, max:score=34/72, rid=77, fid=5681
depth:  19, queue: pq.size=3, pmode=0, max:score=35/72, rid=46, fid=30545
depth:  20, queue: pq.size=3, pmode=0, max:score=36/72, rid=16, fid=0
depth:  21, queue: pq.size=3, pmode=0, max:score=37/72, rid=93, fid=40
depth:  22, queue: pq.size=3, pmode=1, max:score=38/72, rid=8, fid=1
depth:  23, queue: pq.size=3, pmode=1, max:score=39/72, rid=190, fid=6
depth:  24, queue: pq.size=3, pmode=1, max:score=41/72, rid=393, fid=6620
depth:  25, queue: pq.size=3, pmode=1, max:score=42/72, rid=449, fid=285
depth:  26, queue: pq.size=3, pmode=1, max:score=43/72, rid=259, fid=14584
depth:  27, queue: pq.size=3, pmode=1, max:score=44/72, rid=51, fid=4809
depth:  28, queue: pq.size=3, pmode=1, max:score=46/72, rid=444, fid=436
depth:  29, queue: pq.size=3, pmode=1, max:score=47/72, rid=444, fid=5380
depth:  30, queue: pq.size=3, pmode=1, max:score=48/72, rid=157, fid=651
depth:  31, queue: pq.size=3, pmode=1, max:score=49/72, rid=261, fid=17
depth:  32, queue: pq.size=3, pmode=1, max:score=50/72, rid=261, fid=1166
depth:  33, queue: pq.size=3, pmode=1, max:score=51/72, rid=474, fid=239307
depth:  34, queue: pq.size=3, pmode=1, max:score=52/72, rid=274, fid=2
depth:  35, queue: pq.size=3, pmode=1, max:score=53/72, rid=274, fid=49
depth:  36, queue: pq.size=3, pmode=1, max:score=54/72, rid=274, fid=2
depth:  37, queue: pq.size=3, pmode=1, max:score=54/72, rid=126, fid=3865
depth:  38, queue: pq.size=3, pmode=1, max:score=55/72, rid=274, fid=8976
depth:  39, queue: pq.size=3, pmode=1, max:score=56/72, rid=165, fid=63798
depth:  40, queue: pq.size=3, pmode=1, max:score=57/72, rid=21, fid=43560
depth:  41, queue: pq.size=3, pmode=1, max:score=58/72, rid=442, fid=58323
depth:  42, queue: pq.size=3, pmode=1, max:score=58/72, rid=25, fid=24702
depth:  43, queue: pq.size=3, pmode=1, max:score=59/72, rid=150, fid=3849
depth:  44, queue: pq.size=3, pmode=1, max:score=60/72, rid=458, fid=87753
depth:  45, queue: pq.size=3, pmode=1, max:score=60/72, rid=38, fid=1334
depth:  46, queue: pq.size=3, pmode=1, max:score=61/72, rid=412, fid=4452
depth:  47, queue: pq.size=3, pmode=1, max:score=62/72, rid=188, fid=78
depth:  48, queue: pq.size=3, pmode=1, max:score=63/72, rid=128, fid=6
depth:  49, queue: pq.size=3, pmode=1, max:score=63/72, rid=85, fid=4018
depth:  50, queue: pq.size=3, pmode=1, max:score=64/72, rid=188, fid=426
depth:  51, queue: pq.size=3, pmode=1, max:score=64/72, rid=274, fid=48
depth:  52, queue: pq.size=3, pmode=1, max:score=65/72, rid=7, fid=7539
depth:  53, queue: pq.size=3, pmode=1, max:score=66/72, rid=94, fid=244463
depth:  54, queue: pq.size=3, pmode=1, max:score=66/72, rid=170, fid=87
depth:  55, queue: pq.size=3, pmode=1, max:score=67/72, rid=483, fid=24335
depth:  56, queue: pq.size=3, pmode=1, max:score=67/72, rid=116, fid=48
depth:  57, queue: pq.size=3, pmode=1, max:score=67/72, rid=217, fid=175
depth:  58, queue: pq.size=3, pmode=1, max:score=68/72, rid=354, fid=114528
depth:  59, queue: pq.size=3, pmode=1, max:score=68/72, rid=294, fid=343
depth:  60, queue: pq.size=3, pmode=1, max:score=69/72, rid=135, fid=7491
depth:  61, queue: pq.size=3, pmode=1, max:score=69/72, rid=112, fid=51
depth:  62, queue: pq.size=3, pmode=1, max:score=70/72, rid=445, fid=4611
depth:  63, queue: pq.size=3, pmode=1, max:score=70/72, rid=445, fid=190987
depth:  64, queue: pq.size=3, pmode=1, max:score=70/72, rid=50, fid=695
depth:  65, queue: pq.size=3, pmode=1, max:score=71/72, rid=500, fid=11824
depth:  66, queue: pq.size=3, pmode=1, max:score=71/72, rid=53, fid=55
depth:  67, queue: pq.size=3, pmode=1, max:score=71/72, rid=33, fid=2464
depth:  68, queue: pq.size=3, pmode=1, max:score=72/72, rid=214, fid=220592
result size: 69


--- Performance ---
Total Execution Time: 48.655 sec
