--- Configuration ---
P_BEAM_WIDTH: 262144
P_EVALUATION: 3
P_SLICE: 1
P_THRESHOLD: 24
P_SN: 7
P_EN: 15
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=5/72, rid=25, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=7/72, rid=64, fid=1
depth:   2, queue: pq.size=3, pmode=0, max:score=9/72, rid=21, fid=42
depth:   3, queue: pq.size=3, pmode=0, max:score=11/72, rid=46, fid=3
depth:   4, queue: pq.size=3, pmode=0, max:score=13/72, rid=54, fid=188
depth:   5, queue: pq.size=3, pmode=0, max:score=15/72, rid=66, fid=130222
depth:   6, queue: pq.size=3, pmode=0, max:score=17/72, rid=53, fid=201416
depth:   7, queue: pq.size=3, pmode=0, max:score=19/72, rid=64, fid=0
depth:   8, queue: pq.size=3, pmode=0, max:score=20/72, rid=79, fid=8
depth:   9, queue: pq.size=3, pmode=0, max:score=22/72, rid=6, fid=2631
depth:  10, queue: pq.size=3, pmode=0, max:score=23/72, rid=25, fid=413
depth:  11, queue: pq.size=3, pmode=0, max:score=24/72, rid=25, fid=289
depth:  12, queue: pq.size=3, pmode=0, max:score=26/72, rid=44, fid=85227
depth:  13, queue: pq.size=3, pmode=0, max:score=27/72, rid=51, fid=2551
depth:  14, queue: pq.size=3, pmode=0, max:score=29/72, rid=89, fid=410
depth:  15, queue: pq.size=3, pmode=0, max:score=30/72, rid=52, fid=127
depth:  16, queue: pq.size=3, pmode=0, max:score=31/72, rid=32, fid=6
depth:  17, queue: pq.size=3, pmode=0, max:score=34/72, rid=79, fid=132
depth:  18, queue: pq.size=3, pmode=0, max:score=34/72, rid=79, fid=3150
depth:  19, queue: pq.size=3, pmode=0, max:score=35/72, rid=80, fid=34
depth:  20, queue: pq.size=3, pmode=0, max:score=36/72, rid=84, fid=110359
depth:  21, queue: pq.size=3, pmode=0, max:score=37/72, rid=27, fid=5506
depth:  22, queue: pq.size=3, pmode=0, max:score=38/72, rid=15, fid=1167
depth:  23, queue: pq.size=3, pmode=0, max:score=39/72, rid=8, fid=8829
depth:  24, queue: pq.size=3, pmode=1, max:score=39/72, rid=95, fid=10
