--- Configuration ---
P_SN: 5
P_EN: 10
P_SLICE: 2
P_BEAM_WIDTH: 16384
P_THRESHOLD: 22
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=10/72, rid=74, fid=0
depth:   1, queue: pq.size=1, pmode=0, max:score=11/72, rid=25, fid=0
depth:   2, queue: pq.size=3, pmode=0, max:score=13/72, rid=63, fid=3
depth:   3, queue: pq.size=3, pmode=0, max:score=14/72, rid=76, fid=17
depth:   4, queue: pq.size=3, pmode=0, max:score=16/72, rid=89, fid=365
depth:   5, queue: pq.size=3, pmode=0, max:score=19/72, rid=26, fid=0
depth:   6, queue: pq.size=2, pmode=0, max:score=20/72, rid=6, fid=0
depth:   7, queue: pq.size=3, pmode=0, max:score=21/72, rid=35, fid=2
depth:   8, queue: pq.size=3, pmode=0, max:score=23/72, rid=54, fid=7
depth:   9, queue: pq.size=3, pmode=0, max:score=24/72, rid=87, fid=688
depth:  10, queue: pq.size=3, pmode=0, max:score=26/72, rid=62, fid=5
depth:  11, queue: pq.size=3, pmode=0, max:score=27/72, rid=65, fid=8
depth:  12, queue: pq.size=3, pmode=0, max:score=28/72, rid=61, fid=33
depth:  13, queue: pq.size=3, pmode=0, max:score=29/72, rid=65, fid=827
depth:  14, queue: pq.size=3, pmode=0, max:score=32/72, rid=21, fid=3
depth:  15, queue: pq.size=3, pmode=0, max:score=33/72, rid=5, fid=0
depth:  16, queue: pq.size=3, pmode=0, max:score=33/72, rid=70, fid=3
depth:  17, queue: pq.size=3, pmode=0, max:score=34/72, rid=18, fid=17
depth:  18, queue: pq.size=3, pmode=0, max:score=35/72, rid=4, fid=60
depth:  19, queue: pq.size=3, pmode=0, max:score=37/72, rid=14, fid=10257
depth:  20, queue: pq.size=3, pmode=0, max:score=37/72, rid=4, fid=2710
depth:  21, queue: pq.size=3, pmode=0, max:score=38/72, rid=58, fid=287
depth:  22, queue: pq.size=3, pmode=1, max:score=38/72, rid=315, fid=1416
depth:  23, queue: pq.size=3, pmode=1, max:score=39/72, rid=95, fid=84
depth:  24, queue: pq.size=3, pmode=1, max:score=41/72, rid=412, fid=16
depth:  25, queue: pq.size=3, pmode=1, max:score=43/72, rid=470, fid=15
depth:  26, queue: pq.size=3, pmode=1, max:score=44/72, rid=470, fid=493
depth:  27, queue: pq.size=3, pmode=1, max:score=45/72, rid=206, fid=60
depth:  28, queue: pq.size=3, pmode=1, max:score=46/72, rid=25, fid=4
depth:  29, queue: pq.size=3, pmode=1, max:score=47/72, rid=477, fid=4674
depth:  30, queue: pq.size=3, pmode=1, max:score=48/72, rid=477, fid=1357
depth:  31, queue: pq.size=3, pmode=1, max:score=49/72, rid=175, fid=21
depth:  32, queue: pq.size=3, pmode=1, max:score=50/72, rid=28, fid=65
depth:  33, queue: pq.size=3, pmode=1, max:score=51/72, rid=477, fid=12528
depth:  34, queue: pq.size=3, pmode=1, max:score=52/72, rid=17, fid=55
depth:  35, queue: pq.size=3, pmode=1, max:score=52/72, rid=307, fid=9589
depth:  36, queue: pq.size=3, pmode=1, max:score=53/72, rid=191, fid=3782
depth:  37, queue: pq.size=3, pmode=1, max:score=54/72, rid=366, fid=15406
depth:  38, queue: pq.size=3, pmode=1, max:score=55/72, rid=175, fid=47
depth:  39, queue: pq.size=3, pmode=1, max:score=56/72, rid=148, fid=1421
depth:  40, queue: pq.size=3, pmode=1, max:score=56/72, rid=124, fid=154
depth:  41, queue: pq.size=3, pmode=1, max:score=57/72, rid=155, fid=760
depth:  42, queue: pq.size=3, pmode=1, max:score=57/72, rid=60, fid=229
depth:  43, queue: pq.size=3, pmode=1, max:score=58/72, rid=148, fid=11856
depth:  44, queue: pq.size=3, pmode=1, max:score=59/72, rid=224, fid=1264
depth:  45, queue: pq.size=3, pmode=1, max:score=59/72, rid=47, fid=28
depth:  46, queue: pq.size=3, pmode=1, max:score=60/72, rid=107, fid=3932
depth:  47, queue: pq.size=3, pmode=1, max:score=61/72, rid=178, fid=11
depth:  48, queue: pq.size=3, pmode=1, max:score=61/72, rid=178, fid=320
depth:  49, queue: pq.size=3, pmode=1, max:score=62/72, rid=214, fid=77
depth:  50, queue: pq.size=3, pmode=1, max:score=62/72, rid=214, fid=399
depth:  51, queue: pq.size=3, pmode=1, max:score=63/72, rid=221, fid=124
depth:  52, queue: pq.size=3, pmode=1, max:score=63/72, rid=221, fid=6573
depth:  53, queue: pq.size=3, pmode=1, max:score=64/72, rid=214, fid=71
depth:  54, queue: pq.size=3, pmode=1, max:score=64/72, rid=44, fid=35
depth:  55, queue: pq.size=3, pmode=1, max:score=65/72, rid=341, fid=253
depth:  56, queue: pq.size=3, pmode=1, max:score=66/72, rid=336, fid=1
depth:  57, queue: pq.size=3, pmode=1, max:score=66/72, rid=336, fid=40
depth:  58, queue: pq.size=3, pmode=1, max:score=66/72, rid=3, fid=92
depth:  59, queue: pq.size=3, pmode=1, max:score=66/72, rid=20, fid=1017
depth:  60, queue: pq.size=3, pmode=1, max:score=67/72, rid=394, fid=5348
depth:  61, queue: pq.size=3, pmode=1, max:score=68/72, rid=365, fid=4126
depth:  62, queue: pq.size=3, pmode=1, max:score=68/72, rid=365, fid=9430
depth:  63, queue: pq.size=3, pmode=1, max:score=69/72, rid=438, fid=64
depth:  64, queue: pq.size=3, pmode=1, max:score=69/72, rid=111, fid=0
depth:  65, queue: pq.size=3, pmode=1, max:score=69/72, rid=290, fid=0
depth:  66, queue: pq.size=3, pmode=1, max:score=69/72, rid=25, fid=745
depth:  67, queue: pq.size=3, pmode=1, max:score=70/72, rid=166, fid=10835
depth:  68, queue: pq.size=3, pmode=1, max:score=70/72, rid=50, fid=2
depth:  69, queue: pq.size=3, pmode=1, max:score=70/72, rid=120, fid=40
depth:  70, queue: pq.size=3, pmode=1, max:score=70/72, rid=224, fid=859
depth:  71, queue: pq.size=3, pmode=1, max:score=70/72, rid=49, fid=742
depth:  72, queue: pq.size=3, pmode=1, max:score=70/72, rid=25, fid=660
depth:  73, queue: pq.size=3, pmode=1, max:score=70/72, rid=2, fid=675
depth:  74, queue: pq.size=3, pmode=1, max:score=70/72, rid=23, fid=464
depth:  75, queue: pq.size=3, pmode=1, max:score=70/72, rid=74, fid=708
depth:  76, queue: pq.size=3, pmode=1, max:score=70/72, rid=24, fid=833
depth:  77, queue: pq.size=3, pmode=1, max:score=70/72, rid=9, fid=578
depth:  78, queue: pq.size=3, pmode=1, max:score=70/72, rid=28, fid=425
depth:  79, queue: pq.size=3, pmode=1, max:score=70/72, rid=5, fid=958
depth:  80, queue: pq.size=3, pmode=1, max:score=70/72, rid=51, fid=422
depth:  81, queue: pq.size=3, pmode=1, max:score=71/72, rid=212, fid=4865
depth:  82, queue: pq.size=3, pmode=1, max:score=71/72, rid=58, fid=0
depth:  83, queue: pq.size=3, pmode=1, max:score=71/72, rid=226, fid=32
depth:  84, queue: pq.size=3, pmode=1, max:score=71/72, rid=289, fid=1013
depth:  85, queue: pq.size=3, pmode=1, max:score=71/72, rid=266, fid=1066
depth:  86, queue: pq.size=3, pmode=1, max:score=71/72, rid=130, fid=955
depth:  87, queue: pq.size=3, pmode=1, max:score=71/72, rid=148, fid=831
depth:  88, queue: pq.size=3, pmode=1, max:score=71/72, rid=64, fid=968
depth:  89, queue: pq.size=3, pmode=1, max:score=71/72, rid=98, fid=1062
depth:  90, queue: pq.size=3, pmode=1, max:score=71/72, rid=93, fid=842
depth:  91, queue: pq.size=3, pmode=1, max:score=71/72, rid=110, fid=778
depth:  92, queue: pq.size=3, pmode=1, max:score=71/72, rid=58, fid=220
depth:  93, queue: pq.size=3, pmode=1, max:score=71/72, rid=43, fid=948
depth:  94, queue: pq.size=3, pmode=1, max:score=72/72, rid=323, fid=1767
result size: 95


--- Performance ---
Total Execution Time: 5.786 sec
