--- Configuration ---
P_BEAM_WIDTH: 262144
P_SLICE: 1
P_THRESHOLD: 20
P_SN: 2
P_EN: 10
P_EVALUATION: 1
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=3/72, rid=270, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=5/72, rid=347, fid=152
depth:   2, queue: pq.size=3, pmode=0, max:score=7/72, rid=486, fid=7734
depth:   3, queue: pq.size=3, pmode=0, max:score=10/72, rid=469, fid=721
depth:   4, queue: pq.size=3, pmode=0, max:score=12/72, rid=481, fid=10057
depth:   5, queue: pq.size=3, pmode=0, max:score=15/72, rid=289, fid=5
depth:   6, queue: pq.size=3, pmode=0, max:score=17/72, rid=428, fid=169
depth:   7, queue: pq.size=3, pmode=0, max:score=19/72, rid=428, fid=873
depth:   8, queue: pq.size=3, pmode=0, max:score=21/72, rid=424, fid=1485
depth:   9, queue: pq.size=3, pmode=0, max:score=23/72, rid=424, fid=1136
depth:  10, queue: pq.size=3, pmode=0, max:score=24/72, rid=46, fid=0
depth:  11, queue: pq.size=3, pmode=0, max:score=26/72, rid=463, fid=1449
depth:  12, queue: pq.size=3, pmode=0, max:score=28/72, rid=314, fid=310
depth:  13, queue: pq.size=3, pmode=0, max:score=29/72, rid=345, fid=9
depth:  14, queue: pq.size=3, pmode=0, max:score=30/72, rid=261, fid=1
depth:  15, queue: pq.size=3, pmode=0, max:score=32/72, rid=125, fid=200184
depth:  16, queue: pq.size=3, pmode=0, max:score=33/72, rid=358, fid=10
depth:  17, queue: pq.size=3, pmode=0, max:score=35/72, rid=259, fid=1999
depth:  18, queue: pq.size=3, pmode=0, max:score=36/72, rid=327, fid=5761
depth:  19, queue: pq.size=3, pmode=0, max:score=38/72, rid=433, fid=6525
depth:  20, queue: pq.size=3, pmode=1, max:score=39/72, rid=433, fid=2386
depth:  21, queue: pq.size=3, pmode=1, max:score=40/72, rid=433, fid=2176
depth:  22, queue: pq.size=3, pmode=1, max:score=41/72, rid=113, fid=4
depth:  23, queue: pq.size=3, pmode=1, max:score=42/72, rid=339, fid=20
depth:  24, queue: pq.size=3, pmode=1, max:score=43/72, rid=388, fid=7967
depth:  25, queue: pq.size=3, pmode=1, max:score=44/72, rid=437, fid=238
depth:  26, queue: pq.size=3, pmode=1, max:score=45/72, rid=113, fid=751
depth:  27, queue: pq.size=3, pmode=1, max:score=46/72, rid=304, fid=17662
depth:  28, queue: pq.size=3, pmode=1, max:score=47/72, rid=323, fid=129729
depth:  29, queue: pq.size=3, pmode=1, max:score=48/72, rid=384, fid=75755
depth:  30, queue: pq.size=3, pmode=1, max:score=49/72, rid=358, fid=84735
depth:  31, queue: pq.size=3, pmode=1, max:score=50/72, rid=58, fid=3
depth:  32, queue: pq.size=3, pmode=1, max:score=50/72, rid=183, fid=8411
depth:  33, queue: pq.size=3, pmode=1, max:score=51/72, rid=21, fid=6311
depth:  34, queue: pq.size=3, pmode=1, max:score=52/72, rid=502, fid=574
depth:  35, queue: pq.size=3, pmode=1, max:score=54/72, rid=341, fid=546
