--- Configuration ---
P_SN: 2
P_EN: 10
P_SLICE: 32
P_BEAM_WIDTH: 262144
P_THRESHOLD: 24
P_EVALUATION: 2
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=5/72, rid=16, fid=0
depth:   1, queue: pq.size=2, pmode=0, max:score=5/72, rid=16, fid=1
depth:   2, queue: pq.size=3, pmode=0, max:score=6/72, rid=16, fid=21
depth:   3, queue: pq.size=3, pmode=0, max:score=7/72, rid=9, fid=17
depth:   4, queue: pq.size=3, pmode=0, max:score=8/72, rid=6, fid=1
depth:   5, queue: pq.size=3, pmode=0, max:score=9/72, rid=14, fid=7
depth:   6, queue: pq.size=3, pmode=0, max:score=10/72, rid=5, fid=5
depth:   7, queue: pq.size=3, pmode=0, max:score=11/72, rid=14, fid=5
depth:   8, queue: pq.size=3, pmode=0, max:score=13/72, rid=14, fid=1069
depth:   9, queue: pq.size=3, pmode=0, max:score=14/72, rid=17, fid=0
depth:  10, queue: pq.size=3, pmode=0, max:score=15/72, rid=17, fid=33
depth:  11, queue: pq.size=3, pmode=0, max:score=16/72, rid=16, fid=0
depth:  12, queue: pq.size=3, pmode=0, max:score=16/72, rid=17, fid=573
depth:  13, queue: pq.size=3, pmode=0, max:score=17/72, rid=11, fid=61
depth:  14, queue: pq.size=3, pmode=0, max:score=18/72, rid=15, fid=5
depth:  15, queue: pq.size=3, pmode=0, max:score=18/72, rid=15, fid=527
depth:  16, queue: pq.size=3, pmode=0, max:score=19/72, rid=6, fid=1310
depth:  17, queue: pq.size=3, pmode=0, max:score=19/72, rid=9, fid=117
depth:  18, queue: pq.size=3, pmode=0, max:score=21/72, rid=9, fid=21
depth:  19, queue: pq.size=3, pmode=0, max:score=21/72, rid=9, fid=131
depth:  20, queue: pq.size=3, pmode=0, max:score=22/72, rid=8, fid=544
depth:  21, queue: pq.size=3, pmode=0, max:score=23/72, rid=8, fid=275
depth:  22, queue: pq.size=3, pmode=0, max:score=23/72, rid=6, fid=46
depth:  23, queue: pq.size=3, pmode=0, max:score=24/72, rid=14, fid=4956
depth:  24, queue: pq.size=3, pmode=1, max:score=25/72, rid=177, fid=1229
