--- Configuration ---
P_SN: 4
P_EN: 10
P_SLICE: 1
P_BEAM_WIDTH: 16384
P_THRESHOLD: 22
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=5/72, rid=246, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=8/72, rid=169, fid=17
depth:   2, queue: pq.size=3, pmode=0, max:score=9/72, rid=261, fid=0
depth:   3, queue: pq.size=3, pmode=0, max:score=11/72, rid=213, fid=3018
depth:   4, queue: pq.size=3, pmode=0, max:score=14/72, rid=260, fid=188
depth:   5, queue: pq.size=3, pmode=0, max:score=16/72, rid=234, fid=2
depth:   6, queue: pq.size=3, pmode=0, max:score=18/72, rid=70, fid=5
depth:   7, queue: pq.size=3, pmode=0, max:score=20/72, rid=201, fid=1254
depth:   8, queue: pq.size=3, pmode=0, max:score=21/72, rid=237, fid=3
depth:   9, queue: pq.size=3, pmode=0, max:score=23/72, rid=206, fid=1903
depth:  10, queue: pq.size=3, pmode=0, max:score=25/72, rid=208, fid=3
depth:  11, queue: pq.size=3, pmode=0, max:score=26/72, rid=213, fid=10
depth:  12, queue: pq.size=3, pmode=0, max:score=28/72, rid=124, fid=3
depth:  13, queue: pq.size=3, pmode=0, max:score=29/72, rid=163, fid=92
depth:  14, queue: pq.size=3, pmode=0, max:score=31/72, rid=185, fid=6855
depth:  15, queue: pq.size=3, pmode=0, max:score=33/72, rid=19, fid=32
depth:  16, queue: pq.size=3, pmode=0, max:score=33/72, rid=19, fid=74
depth:  17, queue: pq.size=3, pmode=0, max:score=35/72, rid=82, fid=155
depth:  18, queue: pq.size=3, pmode=0, max:score=36/72, rid=165, fid=10159
depth:  19, queue: pq.size=3, pmode=0, max:score=37/72, rid=238, fid=684
depth:  20, queue: pq.size=3, pmode=0, max:score=38/72, rid=16, fid=194
depth:  21, queue: pq.size=3, pmode=0, max:score=39/72, rid=59, fid=87
depth:  22, queue: pq.size=3, pmode=1, max:score=40/72, rid=175, fid=1
depth:  23, queue: pq.size=3, pmode=1, max:score=41/72, rid=21, fid=15
depth:  24, queue: pq.size=3, pmode=1, max:score=42/72, rid=21, fid=17
depth:  25, queue: pq.size=3, pmode=1, max:score=43/72, rid=21, fid=495
depth:  26, queue: pq.size=3, pmode=1, max:score=44/72, rid=208, fid=368
depth:  27, queue: pq.size=3, pmode=1, max:score=45/72, rid=370, fid=25
depth:  28, queue: pq.size=3, pmode=1, max:score=46/72, rid=166, fid=1913
depth:  29, queue: pq.size=3, pmode=1, max:score=47/72, rid=122, fid=10161
depth:  30, queue: pq.size=3, pmode=1, max:score=47/72, rid=75, fid=5093
depth:  31, queue: pq.size=3, pmode=1, max:score=48/72, rid=208, fid=5796
depth:  32, queue: pq.size=3, pmode=1, max:score=49/72, rid=334, fid=1446
depth:  33, queue: pq.size=3, pmode=1, max:score=50/72, rid=220, fid=740
depth:  34, queue: pq.size=3, pmode=1, max:score=51/72, rid=211, fid=205
depth:  35, queue: pq.size=3, pmode=1, max:score=51/72, rid=57, fid=10910
depth:  36, queue: pq.size=3, pmode=1, max:score=52/72, rid=220, fid=3429
depth:  37, queue: pq.size=3, pmode=1, max:score=53/72, rid=220, fid=3417
depth:  38, queue: pq.size=3, pmode=1, max:score=54/72, rid=220, fid=2397
depth:  39, queue: pq.size=3, pmode=1, max:score=55/72, rid=412, fid=2930
depth:  40, queue: pq.size=3, pmode=1, max:score=55/72, rid=1, fid=707
depth:  41, queue: pq.size=3, pmode=1, max:score=56/72, rid=141, fid=11543
depth:  42, queue: pq.size=3, pmode=1, max:score=56/72, rid=154, fid=500
depth:  43, queue: pq.size=3, pmode=1, max:score=57/72, rid=492, fid=11199
depth:  44, queue: pq.size=3, pmode=1, max:score=58/72, rid=224, fid=113
depth:  45, queue: pq.size=3, pmode=1, max:score=58/72, rid=289, fid=15733
depth:  46, queue: pq.size=3, pmode=1, max:score=59/72, rid=130, fid=713
depth:  47, queue: pq.size=3, pmode=1, max:score=59/72, rid=120, fid=7
depth:  48, queue: pq.size=3, pmode=1, max:score=60/72, rid=386, fid=236
depth:  49, queue: pq.size=3, pmode=1, max:score=61/72, rid=229, fid=11058
depth:  50, queue: pq.size=3, pmode=1, max:score=61/72, rid=79, fid=7
depth:  51, queue: pq.size=3, pmode=1, max:score=62/72, rid=170, fid=17
depth:  52, queue: pq.size=3, pmode=1, max:score=62/72, rid=59, fid=37
depth:  53, queue: pq.size=3, pmode=1, max:score=63/72, rid=8, fid=1580
depth:  54, queue: pq.size=3, pmode=1, max:score=64/72, rid=194, fid=141
depth:  55, queue: pq.size=3, pmode=1, max:score=64/72, rid=194, fid=1567
