--- Configuration ---
P_BEAM_WIDTH: 262144
P_SLICE: 1
P_EVALUATION: 1
P_THRESHOLD: 20
P_SN: 3
P_EN: 10
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=4/72, rid=360, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=7/72, rid=360, fid=10
depth:   2, queue: pq.size=3, pmode=0, max:score=9/72, rid=360, fid=218
depth:   3, queue: pq.size=3, pmode=0, max:score=13/72, rid=360, fid=36
depth:   4, queue: pq.size=3, pmode=0, max:score=14/72, rid=360, fid=2384
depth:   5, queue: pq.size=3, pmode=0, max:score=16/72, rid=360, fid=260835
depth:   6, queue: pq.size=3, pmode=0, max:score=18/72, rid=140, fid=287
depth:   7, queue: pq.size=3, pmode=0, max:score=20/72, rid=114, fid=112
depth:   8, queue: pq.size=3, pmode=0, max:score=22/72, rid=140, fid=61533
depth:   9, queue: pq.size=3, pmode=0, max:score=23/72, rid=140, fid=17677
depth:  10, queue: pq.size=3, pmode=0, max:score=25/72, rid=337, fid=40202
depth:  11, queue: pq.size=3, pmode=0, max:score=26/72, rid=104, fid=41
depth:  12, queue: pq.size=3, pmode=0, max:score=28/72, rid=337, fid=171857
depth:  13, queue: pq.size=3, pmode=0, max:score=30/72, rid=169, fid=2052
depth:  14, queue: pq.size=3, pmode=0, max:score=31/72, rid=130, fid=236
depth:  15, queue: pq.size=3, pmode=0, max:score=33/72, rid=272, fid=940
depth:  16, queue: pq.size=3, pmode=0, max:score=34/72, rid=167, fid=9856
depth:  17, queue: pq.size=3, pmode=0, max:score=36/72, rid=190, fid=748
depth:  18, queue: pq.size=3, pmode=0, max:score=37/72, rid=193, fid=4816
depth:  19, queue: pq.size=3, pmode=0, max:score=38/72, rid=113, fid=7469
depth:  20, queue: pq.size=3, pmode=1, max:score=39/72, rid=250, fid=19348
depth:  21, queue: pq.size=3, pmode=1, max:score=40/72, rid=250, fid=3053
depth:  22, queue: pq.size=3, pmode=1, max:score=42/72, rid=250, fid=17986
depth:  23, queue: pq.size=3, pmode=1, max:score=43/72, rid=250, fid=51339
depth:  24, queue: pq.size=3, pmode=1, max:score=44/72, rid=76, fid=518
depth:  25, queue: pq.size=3, pmode=1, max:score=45/72, rid=147, fid=124
depth:  26, queue: pq.size=3, pmode=1, max:score=46/72, rid=147, fid=208
depth:  27, queue: pq.size=3, pmode=1, max:score=46/72, rid=147, fid=88607
depth:  28, queue: pq.size=3, pmode=1, max:score=47/72, rid=11, fid=107309
depth:  29, queue: pq.size=3, pmode=1, max:score=48/72, rid=76, fid=3558
depth:  30, queue: pq.size=3, pmode=1, max:score=49/72, rid=425, fid=163
depth:  31, queue: pq.size=3, pmode=1, max:score=50/72, rid=9, fid=13
depth:  32, queue: pq.size=3, pmode=1, max:score=51/72, rid=425, fid=8726
depth:  33, queue: pq.size=3, pmode=1, max:score=52/72, rid=309, fid=188867
depth:  34, queue: pq.size=3, pmode=1, max:score=52/72, rid=59, fid=12
depth:  35, queue: pq.size=3, pmode=1, max:score=53/72, rid=413, fid=1704
depth:  36, queue: pq.size=3, pmode=1, max:score=54/72, rid=180, fid=429
depth:  37, queue: pq.size=3, pmode=1, max:score=55/72, rid=122, fid=202
depth:  38, queue: pq.size=3, pmode=1, max:score=55/72, rid=91, fid=2
depth:  39, queue: pq.size=3, pmode=1, max:score=56/72, rid=293, fid=2782
depth:  40, queue: pq.size=3, pmode=1, max:score=57/72, rid=189, fid=429
depth:  41, queue: pq.size=3, pmode=1, max:score=58/72, rid=75, fid=24693
depth:  42, queue: pq.size=3, pmode=1, max:score=58/72, rid=157, fid=124
depth:  43, queue: pq.size=3, pmode=1, max:score=59/72, rid=450, fid=1690
depth:  44, queue: pq.size=3, pmode=1, max:score=60/72, rid=363, fid=296
depth:  45, queue: pq.size=3, pmode=1, max:score=61/72, rid=430, fid=14336
depth:  46, queue: pq.size=3, pmode=1, max:score=62/72, rid=189, fid=1
depth:  47, queue: pq.size=3, pmode=1, max:score=62/72, rid=189, fid=981
depth:  48, queue: pq.size=3, pmode=1, max:score=63/72, rid=177, fid=95
depth:  49, queue: pq.size=3, pmode=1, max:score=64/72, rid=295, fid=11453
depth:  50, queue: pq.size=3, pmode=1, max:score=64/72, rid=212, fid=2499
depth:  51, queue: pq.size=3, pmode=1, max:score=65/72, rid=181, fid=370
depth:  52, queue: pq.size=3, pmode=1, max:score=65/72, rid=59, fid=27
depth:  53, queue: pq.size=3, pmode=1, max:score=66/72, rid=314, fid=26864
depth:  54, queue: pq.size=3, pmode=1, max:score=66/72, rid=133, fid=70647
depth:  55, queue: pq.size=3, pmode=1, max:score=67/72, rid=157, fid=1179
depth:  56, queue: pq.size=3, pmode=1, max:score=67/72, rid=120, fid=8
depth:  57, queue: pq.size=3, pmode=1, max:score=68/72, rid=433, fid=168159
depth:  58, queue: pq.size=3, pmode=1, max:score=68/72, rid=23, fid=167466
depth:  59, queue: pq.size=3, pmode=1, max:score=69/72, rid=438, fid=64384
depth:  60, queue: pq.size=3, pmode=1, max:score=69/72, rid=224, fid=1
depth:  61, queue: pq.size=3, pmode=1, max:score=69/72, rid=152, fid=42
depth:  62, queue: pq.size=3, pmode=1, max:score=70/72, rid=283, fid=4952
depth:  63, queue: pq.size=3, pmode=1, max:score=70/72, rid=283, fid=192971
depth:  64, queue: pq.size=3, pmode=1, max:score=70/72, rid=231, fid=75
depth:  65, queue: pq.size=3, pmode=1, max:score=71/72, rid=270, fid=7480
depth:  66, queue: pq.size=3, pmode=1, max:score=71/72, rid=229, fid=15
depth:  67, queue: pq.size=3, pmode=1, max:score=71/72, rid=247, fid=1766
depth:  68, queue: pq.size=3, pmode=1, max:score=72/72, rid=336, fid=72913
result size: 69


--- Performance ---
Total Execution Time: 57.900 sec
