--- Configuration ---
P_BEAM_WIDTH: 262144
P_SLICE: 1
P_EVALUATION: 1
P_THRESHOLD: 20
P_SN: 5
P_EN: 11
---------------------

start algo2_1
depth:   0, queue: pq.size=1, pmode=0, max:score=7/72, rid=38, fid=0
depth:   1, queue: pq.size=3, pmode=0, max:score=9/72, rid=156, fid=9
depth:   2, queue: pq.size=3, pmode=0, max:score=11/72, rid=167, fid=71
depth:   3, queue: pq.size=3, pmode=0, max:score=13/72, rid=78, fid=247
depth:   4, queue: pq.size=3, pmode=0, max:score=15/72, rid=78, fid=46
depth:   5, queue: pq.size=3, pmode=0, max:score=17/72, rid=170, fid=1646
depth:   6, queue: pq.size=3, pmode=0, max:score=19/72, rid=18, fid=2
depth:   7, queue: pq.size=3, pmode=0, max:score=20/72, rid=165, fid=14259
depth:   8, queue: pq.size=3, pmode=0, max:score=22/72, rid=176, fid=1
depth:   9, queue: pq.size=3, pmode=0, max:score=24/72, rid=163, fid=5231
depth:  10, queue: pq.size=3, pmode=0, max:score=26/72, rid=122, fid=93117
depth:  11, queue: pq.size=3, pmode=0, max:score=27/72, rid=72, fid=184
depth:  12, queue: pq.size=3, pmode=0, max:score=30/72, rid=120, fid=290
depth:  13, queue: pq.size=3, pmode=0, max:score=31/72, rid=28, fid=0
depth:  14, queue: pq.size=3, pmode=0, max:score=32/72, rid=51, fid=6
depth:  15, queue: pq.size=3, pmode=0, max:score=33/72, rid=16, fid=9425
depth:  16, queue: pq.size=3, pmode=0, max:score=35/72, rid=67, fid=9
depth:  17, queue: pq.size=3, pmode=0, max:score=36/72, rid=26, fid=4593
depth:  18, queue: pq.size=3, pmode=0, max:score=37/72, rid=6, fid=1
depth:  19, queue: pq.size=3, pmode=0, max:score=38/72, rid=124, fid=262
depth:  20, queue: pq.size=3, pmode=1, max:score=38/72, rid=340, fid=9537
depth:  21, queue: pq.size=3, pmode=1, max:score=40/72, rid=432, fid=2738
depth:  22, queue: pq.size=3, pmode=1, max:score=41/72, rid=7, fid=440
depth:  23, queue: pq.size=3, pmode=1, max:score=43/72, rid=451, fid=340
depth:  24, queue: pq.size=3, pmode=1, max:score=44/72, rid=310, fid=48
depth:  25, queue: pq.size=3, pmode=1, max:score=45/72, rid=131, fid=1662
depth:  26, queue: pq.size=3, pmode=1, max:score=46/72, rid=418, fid=19837
depth:  27, queue: pq.size=3, pmode=1, max:score=47/72, rid=51, fid=43
depth:  28, queue: pq.size=3, pmode=1, max:score=48/72, rid=144, fid=8515
depth:  29, queue: pq.size=3, pmode=1, max:score=49/72, rid=446, fid=96489
depth:  30, queue: pq.size=3, pmode=1, max:score=51/72, rid=61, fid=1196
depth:  31, queue: pq.size=3, pmode=1, max:score=52/72, rid=96, fid=43
depth:  32, queue: pq.size=3, pmode=1, max:score=53/72, rid=96, fid=30
depth:  33, queue: pq.size=3, pmode=1, max:score=53/72, rid=89, fid=33
depth:  34, queue: pq.size=3, pmode=1, max:score=54/72, rid=96, fid=27887
depth:  35, queue: pq.size=3, pmode=1, max:score=55/72, rid=453, fid=3793
depth:  36, queue: pq.size=3, pmode=1, max:score=56/72, rid=263, fid=31
depth:  37, queue: pq.size=3, pmode=1, max:score=57/72, rid=427, fid=9214
depth:  38, queue: pq.size=3, pmode=1, max:score=57/72, rid=414, fid=10
depth:  39, queue: pq.size=3, pmode=1, max:score=58/72, rid=427, fid=222344
depth:  40, queue: pq.size=3, pmode=1, max:score=59/72, rid=427, fid=186420
depth:  41, queue: pq.size=3, pmode=1, max:score=60/72, rid=279, fid=1936
depth:  42, queue: pq.size=3, pmode=1, max:score=61/72, rid=279, fid=721
depth:  43, queue: pq.size=3, pmode=1, max:score=61/72, rid=227, fid=512
depth:  44, queue: pq.size=3, pmode=1, max:score=62/72, rid=451, fid=54317
depth:  45, queue: pq.size=3, pmode=1, max:score=62/72, rid=224, fid=13594
depth:  46, queue: pq.size=3, pmode=1, max:score=63/72, rid=329, fid=838
depth:  47, queue: pq.size=3, pmode=1, max:score=63/72, rid=298, fid=32894
depth:  48, queue: pq.size=3, pmode=1, max:score=64/72, rid=298, fid=6394
depth:  49, queue: pq.size=3, pmode=1, max:score=64/72, rid=29, fid=172
depth:  50, queue: pq.size=3, pmode=1, max:score=65/72, rid=301, fid=15345
depth:  51, queue: pq.size=3, pmode=1, max:score=65/72, rid=2, fid=10
depth:  52, queue: pq.size=3, pmode=1, max:score=65/72, rid=2, fid=7855
depth:  53, queue: pq.size=3, pmode=1, max:score=66/72, rid=476, fid=192680
depth:  54, queue: pq.size=3, pmode=1, max:score=66/72, rid=50, fid=136
depth:  55, queue: pq.size=3, pmode=1, max:score=67/72, rid=145, fid=31409
depth:  56, queue: pq.size=3, pmode=1, max:score=67/72, rid=65, fid=5
depth:  57, queue: pq.size=3, pmode=1, max:score=68/72, rid=157, fid=562
depth:  58, queue: pq.size=3, pmode=1, max:score=68/72, rid=157, fid=2654
depth:  59, queue: pq.size=3, pmode=1, max:score=69/72, rid=145, fid=1327
depth:  60, queue: pq.size=3, pmode=1, max:score=69/72, rid=74, fid=6
depth:  61, queue: pq.size=3, pmode=1, max:score=69/72, rid=113, fid=613
depth:  62, queue: pq.size=3, pmode=1, max:score=69/72, rid=104, fid=11039
depth:  63, queue: pq.size=3, pmode=1, max:score=70/72, rid=412, fid=254451
depth:  64, queue: pq.size=3, pmode=1, max:score=70/72, rid=128, fid=10
depth:  65, queue: pq.size=3, pmode=1, max:score=70/72, rid=102, fid=382
depth:  66, queue: pq.size=3, pmode=1, max:score=70/72, rid=37, fid=8837
depth:  67, queue: pq.size=3, pmode=1, max:score=71/72, rid=238, fid=253902
depth:  68, queue: pq.size=3, pmode=1, max:score=72/72, rid=415, fid=14
result size: 69


--- Performance ---
Total Execution Time: 56.202 sec
